team,slot,player,position,age,club,league,market_value_m,caps,goals,injury_status,expected_role,list_status,source_url,snapshot_date,value_source
Switzerland,16,Christian Fassnacht,MF,32,Young Boys,SUI,3.6,21,4,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Switzerland,2026-05-30,team_value_allocated_proxy
Switzerland,17,Rubén Vargas,FW,27,Sevilla,La Liga,24,60,11,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Switzerland,2026-05-30,team_value_allocated_proxy
Switzerland,18,Eray Cömert,DF,28,Valencia,La Liga,6.8,20,0,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Switzerland,2026-05-30,team_value_allocated_proxy
Switzerland,19,Noah Okafor,FW,26,Leeds United,Premier League,17.3,24,2,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Switzerland,2026-05-30,team_value_allocated_proxy
Switzerland,20,Michel Aebischer,MF,29,Pisa,Serie A,10.6,38,2,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Switzerland,2026-05-30,team_value_allocated_proxy
Switzerland,21,Marvin Keller,GK,23,Young Boys,SUI,2,0,0,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Switzerland,2026-05-30,team_value_allocated_proxy
Switzerland,22,Fabian Rieder,MF,24,FC Augsburg,Bundesliga,8.9,27,1,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Switzerland,2026-05-30,team_value_allocated_proxy
Switzerland,23,Zeki Amdouni,FW,25,Burnley,Premier League,20.5,27,11,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Switzerland,2026-05-30,team_value_allocated_proxy
Switzerland,24,Aurèle Amenda,DF,22,Eintracht Frankfurt,Bundesliga,6.8,6,0,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Switzerland,2026-05-30,team_value_allocated_proxy
Switzerland,25,Luca Jaquez,DF,23,VfB Stuttgart,Bundesliga,6.6,2,0,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Switzerland,2026-05-30,team_value_allocated_proxy
Switzerland,26,Cedric Itten,FW,29,Fortuna Düsseldorf,Bundesliga,10.7,13,5,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Switzerland,2026-05-30,team_value_allocated_proxy
Brazil,1,Alisson,GK,33,Liverpool,Premier League,59.9,76,0,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Brazil,2026-05-30,team_value_allocated_proxy
Brazil,2,Ederson,GK,32,Fenerbahçe,TUR,14.7,31,0,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Brazil,2026-05-30,team_value_allocated_proxy
Brazil,3,Weverton,GK,38,Grêmio,Brasileirao,12.5,10,0,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Brazil,2026-05-30,team_value_allocated_proxy
Brazil,4,Marquinhos,DF,32,Paris Saint-Germain,Ligue 1,52.2,104,7,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Brazil,2026-05-30,team_value_allocated_proxy
Brazil,5,Danilo Luiz,DF,34,Flamengo,Brasileirao,32.3,68,1,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Brazil,2026-05-30,team_value_allocated_proxy
Brazil,6,Alex Sandro,DF,35,Flamengo,Brasileirao,17.4,43,2,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Brazil,2026-05-30,team_value_allocated_proxy
Brazil,7,Gabriel Magalhães,DF,28,Arsenal,Premier League,37.9,17,1,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Brazil,2026-05-30,team_value_allocated_proxy
Brazil,8,Bremer,DF,29,Juventus,Serie A,32.2,6,1,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Brazil,2026-05-30,team_value_allocated_proxy
Brazil,9,Wesley,DF,22,Roma,Serie A,36.9,6,0,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Brazil,2026-05-30,team_value_allocated_proxy
Brazil,10,Roger Ibañez,DF,27,Al-Ahli,Saudi Pro League,17.7,5,0,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Brazil,2026-05-30,team_value_allocated_proxy
Brazil,11,Douglas Santos,DF,32,Zenit Saint Petersburg,RUS,12.1,5,0,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Brazil,2026-05-30,team_value_allocated_proxy
Brazil,12,Léo Pereira,DF,30,Flamengo,Brasileirao,19,2,0,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Brazil,2026-05-30,team_value_allocated_proxy
Brazil,13,Casemiro,MF,34,Manchester United,Premier League,71.9,84,8,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Brazil,2026-05-30,team_value_allocated_proxy
Brazil,14,Lucas Paquetá,MF,28,Flamengo,Brasileirao,56.1,61,12,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Brazil,2026-05-30,team_value_allocated_proxy
Brazil,15,Bruno Guimarães,MF,28,Newcastle United,Premier League,62.7,41,2,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Brazil,2026-05-30,team_value_allocated_proxy
Brazil,16,Fabinho,MF,32,Al-Ittihad,Saudi Pro League,23,31,0,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Brazil,2026-05-30,team_value_allocated_proxy
Brazil,17,Danilo Santos,MF,25,Botafogo,Brasileirao,32.2,2,1,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Brazil,2026-05-30,team_value_allocated_proxy
Brazil,18,Neymar,FW,34,Santos,Brasileirao,81.9,128,79,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Brazil,2026-05-30,team_value_allocated_proxy
Brazil,19,Vinícius Júnior,FW,25,Real Madrid,La Liga,90.9,47,8,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Brazil,2026-05-30,team_value_allocated_proxy
Brazil,20,Raphinha,FW,29,Barcelona,La Liga,77.3,37,11,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Brazil,2026-05-30,team_value_allocated_proxy
Brazil,21,Gabriel Martinelli,FW,24,Arsenal,Premier League,75.5,22,4,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Brazil,2026-05-30,team_value_allocated_proxy
Brazil,22,Matheus Cunha,FW,27,Manchester United,Premier League,71.2,21,1,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Brazil,2026-05-30,team_value_allocated_proxy
Brazil,23,Endrick,FW,19,Lyon,Ligue 1,33.8,15,3,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Brazil,2026-05-30,team_value_allocated_proxy
Brazil,24,Luiz Henrique,FW,25,Zenit Saint Petersburg,RUS,21.6,13,2,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Brazil,2026-05-30,team_value_allocated_proxy
Brazil,25,Igor Thiago,FW,24,Brentford,Premier League,49.8,2,1,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Brazil,2026-05-30,team_value_allocated_proxy
Brazil,26,Rayan,FW,19,Bournemouth,Premier League,27.3,1,0,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Brazil,2026-05-30,team_value_allocated_proxy
Haiti,1,Johny Placide,GK,38,Bastia,Ligue 1,0.9,79,0,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Haiti,2026-05-30,team_value_allocated_proxy
Haiti,2,Alexandre Pierre,GK,25,Sochaux,Ligue 1,0.6,14,0,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Haiti,2026-05-30,team_value_allocated_proxy
Haiti,3,Josué Duverger,GK,26,Cosmos Koblenz,Bundesliga,0.6,6,0,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Haiti,2026-05-30,team_value_allocated_proxy
Haiti,4,Ricardo Adé,DF,36,LDU Quito,ECU,0.5,57,2,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Haiti,2026-05-30,team_value_allocated_proxy
Haiti,5,Carlens Arcus,DF,29,Angers,Ligue 1,1.5,51,1,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Haiti,2026-05-30,team_value_allocated_proxy
Haiti,6,Martin Expérience,DF,27,Nancy,Ligue 1,1.4,19,0,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Haiti,2026-05-30,team_value_allocated_proxy
Haiti,7,Jean-Kévin Duverne,DF,28,Gent,BEL,0.6,15,1,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Haiti,2026-05-30,team_value_allocated_proxy
Haiti,8,Duke Lacroix,DF,32,Colorado Springs Switchbacks,MLS,0.5,14,2,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Haiti,2026-05-30,team_value_allocated_proxy
Haiti,9,Wilguens Paugain,DF,24,Zulte Waregem,BEL,0.5,6,0,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Haiti,2026-05-30,team_value_allocated_proxy
Haiti,10,Hannes Delcroix,DF,27,Lugano,SUI,0.5,5,0,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Haiti,2026-05-30,team_value_allocated_proxy
Haiti,11,Keeto Thermoncy,DF,20,Young Boys,SUI,0.4,1,0,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Haiti,2026-05-30,team_value_allocated_proxy
Haiti,12,Leverton Pierre,MF,28,Vizela,Primeira Liga,1.4,33,0,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Haiti,2026-05-30,team_value_allocated_proxy
Haiti,13,Danley Jean Jacques,MF,26,Philadelphia Union,MLS,1.4,28,6,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Haiti,2026-05-30,team_value_allocated_proxy
Haiti,14,Carl Sainté,MF,23,El Paso Locomotive FC,MLS,1,25,0,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Haiti,2026-05-30,team_value_allocated_proxy
Haiti,15,Jean-Ricner Bellegarde,MF,27,Wolverhampton Wanderers,Premier League,1.8,8,0,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Haiti,2026-05-30,team_value_allocated_proxy
Haiti,16,Woodensky Pierre,MF,21,Violette,HAI,0.4,1,0,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Haiti,2026-05-30,team_value_allocated_proxy
Haiti,17,Dominique Simon,MF,25,Tatran Prešov,SVK,0.7,0,0,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Haiti,2026-05-30,team_value_allocated_proxy
Haiti,18,Duckens Nazon,FW,32,Esteghlal,IRN,1.8,76,44,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Haiti,2026-05-30,team_value_allocated_proxy
Haiti,19,Frantzdy Pierrot,FW,31,Çaykur Rizespor,TUR,1.8,49,33,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Haiti,2026-05-30,team_value_allocated_proxy
Haiti,20,Derrick Etienne Jr.,FW,29,Toronto FC,MLS,1.6,46,8,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Haiti,2026-05-30,team_value_allocated_proxy
Haiti,21,Louicius Deedson,FW,25,FC Dallas,MLS,1.7,30,10,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Haiti,2026-05-30,team_value_allocated_proxy
Haiti,22,Ruben Providence,FW,24,Almere City,Eredivisie,1.3,13,2,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Haiti,2026-05-30,team_value_allocated_proxy
Haiti,23,Josué Casimir,FW,24,Auxerre,Ligue 1,1.3,5,0,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Haiti,2026-05-30,team_value_allocated_proxy
Haiti,24,Yassin Fortuné,FW,27,Vizela,Primeira Liga,1.2,3,0,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Haiti,2026-05-30,team_value_allocated_proxy
Haiti,25,Wilson Isidor,FW,25,Sunderland,Premier League,2,2,1,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Haiti,2026-05-30,team_value_allocated_proxy
Haiti,26,Lenny Joseph,FW,25,Ferencváros,HUN,0.6,0,0,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Haiti,2026-05-30,team_value_allocated_proxy
Morocco,1,Yassine Bounou,GK,35,Al-Hilal,Saudi Pro League,8.5,89,0,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Morocco,2026-05-30,team_value_allocated_proxy
Morocco,2,Munir Mohamedi,GK,37,RS Berkane,MAR,5,51,0,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Morocco,2026-05-30,team_value_allocated_proxy
Morocco,3,Ahmed Reda Tagnaouti,GK,30,AS FAR,MAR,4.3,3,0,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Morocco,2026-05-30,team_value_allocated_proxy
Morocco,4,Achraf Hakimi,DF,27,Paris Saint-Germain,Ligue 1,24.7,95,11,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Morocco,2026-05-30,team_value_allocated_proxy
Morocco,5,Nayef Aguerd,DF,30,Marseille,Ligue 1,17.9,64,2,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Morocco,2026-05-30,team_value_allocated_proxy
Morocco,6,Noussair Mazraoui,DF,28,Manchester United,Premier League,19.3,43,2,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Morocco,2026-05-30,team_value_allocated_proxy
Morocco,7,Youssef Belammari,DF,27,Al Ahly,EGY,5.8,16,0,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Morocco,2026-05-30,team_value_allocated_proxy
Morocco,8,Anass Salah-Eddine,DF,24,PSV Eindhoven,Eredivisie,10.7,8,0,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Morocco,2026-05-30,team_value_allocated_proxy
Morocco,9,Chadi Riad,DF,22,Crystal Palace,Premier League,13.7,4,1,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Morocco,2026-05-30,team_value_allocated_proxy
Morocco,10,Issa Diop,DF,29,Fulham,Premier League,11.5,2,0,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Morocco,2026-05-30,team_value_allocated_proxy
Morocco,11,Zakaria El Ouahdi,DF,24,Genk,BEL,5.3,2,0,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Morocco,2026-05-30,team_value_allocated_proxy
Morocco,12,Redouane Halhal,DF,23,Mechelen,BEL,5.2,1,0,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Morocco,2026-05-30,team_value_allocated_proxy
Morocco,13,Sofyan Amrabat,MF,29,Real Betis,La Liga,24.1,73,0,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Morocco,2026-05-30,team_value_allocated_proxy
Morocco,14,Azzedine Ounahi,MF,26,Girona,La Liga,26.9,47,9,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Morocco,2026-05-30,team_value_allocated_proxy
Morocco,15,Bilal El Khannouss,MF,22,VfB Stuttgart,Bundesliga,22.3,35,3,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Morocco,2026-05-30,team_value_allocated_proxy
Morocco,16,Ismael Saibari,MF,25,PSV Eindhoven,Eredivisie,18.5,28,7,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Morocco,2026-05-30,team_value_allocated_proxy
Morocco,17,Neil El Aynaoui,MF,24,Roma,Serie A,15.5,15,2,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Morocco,2026-05-30,team_value_allocated_proxy
Morocco,18,Samir El Mourabet,MF,19,Strasbourg,Ligue 1,7,2,0,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Morocco,2026-05-30,team_value_allocated_proxy
Morocco,19,Ayyoub Bouaddi,MF,18,Lille,Ligue 1,6.9,1,0,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Morocco,2026-05-30,team_value_allocated_proxy
Morocco,20,Ayoub El Kaabi,FW,32,Olympiacos,GRE,18.5,69,34,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Morocco,2026-05-30,team_value_allocated_proxy
Morocco,21,Soufiane Rahimi,FW,30,Al Ain,UAE,10.9,35,11,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Morocco,2026-05-30,team_value_allocated_proxy
Morocco,22,Abde Ezzalzouli,FW,24,Real Betis,La Liga,26.2,35,2,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Morocco,2026-05-30,team_value_allocated_proxy
Morocco,23,Brahim Díaz,FW,26,Real Madrid,La Liga,29.2,24,13,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Morocco,2026-05-30,team_value_allocated_proxy
Morocco,24,Chemsdine Talbi,FW,21,Sunderland,Premier League,12.9,5,0,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Morocco,2026-05-30,team_value_allocated_proxy
Morocco,25,Gessime Yassine,FW,20,Strasbourg,Ligue 1,7.8,3,0,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Morocco,2026-05-30,team_value_allocated_proxy
Morocco,26,Ayoube Amaimouni,FW,21,Eintracht Frankfurt,Bundesliga,11.4,0,0,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Morocco,2026-05-30,team_value_allocated_proxy
Scotland,1,Craig Gordon,GK,43,Heart of Midlothian,SCO,2.9,83,0,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Scotland,2026-05-30,team_value_allocated_proxy
Scotland,2,Angus Gunn,GK,30,Nottingham Forest,Premier League,6,21,0,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Scotland,2026-05-30,team_value_allocated_proxy
Scotland,3,Liam Kelly,GK,30,Rangers,SCO,2.7,2,0,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Scotland,2026-05-30,team_value_allocated_proxy
Scotland,4,Andy Robertson,DF,32,Liverpool,Premier League,13.5,92,4,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Scotland,2026-05-30,team_value_allocated_proxy
Scotland,5,Grant Hanley,DF,34,Hibernian,SCO,5,66,2,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Scotland,2026-05-30,team_value_allocated_proxy
Scotland,6,Kieran Tierney,DF,29,Celtic,SCO,5.3,55,2,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Scotland,2026-05-30,team_value_allocated_proxy
Scotland,7,Scott McKenna,DF,29,Dinamo Zagreb,CRO,5.1,49,1,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Scotland,2026-05-30,team_value_allocated_proxy
Scotland,8,Jack Hendry,DF,31,Al-Ettifaq,Saudi Pro League,4.3,37,3,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Scotland,2026-05-30,team_value_allocated_proxy
Scotland,9,Nathan Patterson,DF,24,Everton,Premier League,10.2,25,1,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Scotland,2026-05-30,team_value_allocated_proxy
Scotland,10,Anthony Ralston,DF,27,Celtic,SCO,4,25,1,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Scotland,2026-05-30,team_value_allocated_proxy
Scotland,11,John Souttar,DF,29,Rangers,SCO,3.4,22,2,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Scotland,2026-05-30,team_value_allocated_proxy
Scotland,12,Aaron Hickey,DF,24,Brentford,Premier League,9.7,19,0,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Scotland,2026-05-30,team_value_allocated_proxy
Scotland,13,Dominic Hyam,DF,30,Wrexham,WAL,2.9,2,0,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Scotland,2026-05-30,team_value_allocated_proxy
Scotland,14,John McGinn,MF,31,Aston Villa,Premier League,20.2,85,20,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Scotland,2026-05-30,team_value_allocated_proxy
Scotland,15,Scott McTominay,MF,29,Napoli,Serie A,16.6,69,14,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Scotland,2026-05-30,team_value_allocated_proxy
Scotland,16,Ryan Christie,MF,31,Bournemouth,Premier League,17,66,9,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Scotland,2026-05-30,team_value_allocated_proxy
Scotland,17,Kenny McLean,MF,34,Norwich City,Premier League,13.3,56,3,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Scotland,2026-05-30,team_value_allocated_proxy
Scotland,18,Billy Gilmour,MF,25,Napoli,Serie A,15,45,2,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Scotland,2026-05-30,team_value_allocated_proxy
Scotland,19,Lewis Ferguson,MF,26,Bologna,Serie A,13,23,1,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Scotland,2026-05-30,team_value_allocated_proxy
Scotland,20,Ben Gannon-Doak,MF,20,Bournemouth,Premier League,7.6,12,1,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Scotland,2026-05-30,team_value_allocated_proxy
Scotland,21,Findlay Curtis,MF,20,Kilmarnock,SCO,2.7,1,0,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Scotland,2026-05-30,team_value_allocated_proxy
Scotland,22,Lyndon Dykes,FW,30,Charlton Athletic,Premier League,18.6,50,10,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Scotland,2026-05-30,team_value_allocated_proxy
Scotland,23,Ché Adams,FW,29,Torino,Serie A,16.9,46,11,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Scotland,2026-05-30,team_value_allocated_proxy
Scotland,24,Lawrence Shankland,FW,30,Heart of Midlothian,SCO,5.6,18,4,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Scotland,2026-05-30,team_value_allocated_proxy
Scotland,25,George Hirst,FW,27,Ipswich Town,Premier League,14.3,8,1,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Scotland,2026-05-30,team_value_allocated_proxy
Scotland,26,Ross Stewart,FW,29,Southampton,Premier League,9.2,2,0,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Scotland,2026-05-30,team_value_allocated_proxy
USA,1,Matt Turner,GK,31,New England Revolution,MLS,7,53,0,unknown,squad,association_final,https://www.ussoccer.com/stories/2026/05/usmnt-head-coach-mauricio-pochettino-names-26-player-roster-for-fifa-world-cup-2026,2026-05-30,team_value_allocated_proxy
USA,2,Sergiño Dest,DF,25,PSV Eindhoven,Eredivisie,10,37,2,available,rotation,association_final,https://www.ussoccer.com/stories/2026/05/usmnt-head-coach-mauricio-pochettino-names-26-player-roster-for-fifa-world-cup-2026,2026-05-30,team_value_allocated_proxy
USA,3,Chris Richards,DF,26,Crystal Palace,Premier League,16.5,36,3,unknown,starter,association_final,https://www.ussoccer.com/stories/2026/05/usmnt-head-coach-mauricio-pochettino-names-26-player-roster-for-fifa-world-cup-2026,2026-05-30,team_value_allocated_proxy
USA,4,Tyler Adams,MF,27,Bournemouth,Premier League,20.1,52,2,available,starter,association_final,https://www.ussoccer.com/stories/2026/05/usmnt-head-coach-mauricio-pochettino-names-26-player-roster-for-fifa-world-cup-2026,2026-05-30,team_value_allocated_proxy
USA,5,Antonee Robinson,DF,28,Fulham,Premier League,15.7,52,4,unknown,starter,association_final,https://www.ussoccer.com/stories/2026/05/usmnt-head-coach-mauricio-pochettino-names-26-player-roster-for-fifa-world-cup-2026,2026-05-30,team_value_allocated_proxy
USA,6,Auston Trusty,DF,27,Celtic,SCO,4.1,6,0,unknown,squad,association_final,https://www.ussoccer.com/stories/2026/05/usmnt-head-coach-mauricio-pochettino-names-26-player-roster-for-fifa-world-cup-2026,2026-05-30,team_value_allocated_proxy
USA,7,Giovanni Reyna,MF,23,Borussia Mönchengladbach,Bundesliga,18.1,36,9,unknown,starter,association_final,https://www.ussoccer.com/stories/2026/05/usmnt-head-coach-mauricio-pochettino-names-26-player-roster-for-fifa-world-cup-2026,2026-05-30,team_value_allocated_proxy
USA,8,Weston McKennie,MF,27,Juventus,Serie A,21.8,64,12,unknown,starter,association_final,https://www.ussoccer.com/stories/2026/05/usmnt-head-coach-mauricio-pochettino-names-26-player-roster-for-fifa-world-cup-2026,2026-05-30,team_value_allocated_proxy
USA,9,Ricardo Pepi,FW,23,PSV Eindhoven,Eredivisie,18.7,35,13,unknown,starter,association_final,https://www.ussoccer.com/stories/2026/05/usmnt-head-coach-mauricio-pochettino-names-26-player-roster-for-fifa-world-cup-2026,2026-05-30,team_value_allocated_proxy
USA,10,Christian Pulisic,FW,27,Milan,Serie A,35.8,84,32,unknown,starter,association_final,https://www.ussoccer.com/stories/2026/05/usmnt-head-coach-mauricio-pochettino-names-26-player-roster-for-fifa-world-cup-2026,2026-05-30,team_value_allocated_proxy
