pair_key,team_a,team_b,matches,competitive_matches,team_a_wins,draws,team_b_wins,team_a_goals,team_b_goals,recent_matches_since_2010,recent_team_a_wins,recent_draws,recent_team_b_wins,last_match_date,last_match_tournament,last_match_score,last_match_result_for_team_a,source_url
Jordan||Norway,Jordan,Norway,2,0,0,1,1,0,6,1,0,0,1,2023-09-07,Friendly,Norway 6-0 Jordan,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Jordan||Panama,Jordan,Panama,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Jordan||Paraguay,Jordan,Paraguay,1,0,0,0,1,2,4,1,0,0,1,2019-09-10,Friendly,Jordan 2-4 Paraguay,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Jordan||Portugal,Jordan,Portugal,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Jordan||Qatar,Jordan,Qatar,18,13,5,2,11,16,28,5,1,0,4,2024-02-10,AFC Asian Cup,Qatar 3-1 Jordan,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Jordan||Saudi Arabia,Jordan,Saudi Arabia,16,7,6,2,8,15,21,10,5,2,3,2025-12-15,Arab Cup,Saudi Arabia 0-1 Jordan,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Jordan||Scotland,Jordan,Scotland,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Jordan||Senegal,Jordan,Senegal,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Jordan||South Africa,Jordan,South Africa,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Jordan||Spain,Jordan,Spain,1,0,0,0,1,1,3,1,0,0,1,2022-11-17,Friendly,Jordan 1-3 Spain,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Jordan||Sweden,Jordan,Sweden,1,0,0,1,0,0,0,0,0,0,0,2006-01-23,Friendly,Jordan 0-0 Sweden,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Jordan||Switzerland,Jordan,Switzerland,1,0,0,0,1,1,4,1,0,0,1,2026-05-31,Friendly,Switzerland 4-1 Jordan,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Jordan||Tunisia,Jordan,Tunisia,3,1,0,1,2,5,10,2,0,1,1,2025-11-14,Friendly,Tunisia 3-2 Jordan,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Jordan||Türkiye,Jordan,Türkiye,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Jordan||USA,Jordan,USA,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Jordan||Uruguay,Jordan,Uruguay,2,2,0,1,1,0,5,2,0,1,1,2013-11-20,FIFA World Cup qualification,Uruguay 0-0 Jordan,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Jordan||Uzbekistan,Jordan,Uzbekistan,15,5,2,6,7,15,21,12,2,4,6,2025-01-22,Friendly,Uzbekistan 0-0 Jordan,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Korea Republic||Mexico,Korea Republic,Mexico,14,6,3,3,8,15,28,4,0,1,3,2025-09-09,Friendly,Mexico 2-2 Korea Republic,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Korea Republic||Morocco,Korea Republic,Morocco,4,3,0,3,1,5,7,1,0,0,1,2017-10-10,Friendly,Korea Republic 1-3 Morocco,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Korea Republic||Netherlands,Korea Republic,Netherlands,2,1,0,0,2,0,7,0,0,0,0,2007-06-02,Friendly,Korea Republic 0-2 Netherlands,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Korea Republic||New Zealand,Korea Republic,New Zealand,7,2,5,1,1,9,3,1,1,0,0,2015-03-31,Friendly,Korea Republic 1-0 New Zealand,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Korea Republic||Norway,Korea Republic,Norway,4,2,1,1,2,5,6,0,0,0,0,2006-06-01,Friendly,Norway 0-0 Korea Republic,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Korea Republic||Panama,Korea Republic,Panama,1,0,0,1,0,2,2,1,0,1,0,2018-10-16,Friendly,Korea Republic 2-2 Panama,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Korea Republic||Paraguay,Korea Republic,Paraguay,8,2,3,4,1,10,7,3,2,1,0,2025-10-14,Friendly,Korea Republic 2-0 Paraguay,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Korea Republic||Portugal,Korea Republic,Portugal,2,2,2,0,0,3,1,1,1,0,0,2022-12-02,FIFA World Cup,Korea Republic 2-1 Portugal,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Korea Republic||Qatar,Korea Republic,Qatar,10,9,6,1,3,18,12,6,4,0,2,2020-11-17,Friendly,Korea Republic 2-1 Qatar,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Korea Republic||Saudi Arabia,Korea Republic,Saudi Arabia,19,12,6,9,4,18,13,4,2,2,0,2024-01-30,AFC Asian Cup,Saudi Arabia 1-1 Korea Republic,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Korea Republic||Scotland,Korea Republic,Scotland,1,0,1,0,0,4,1,0,0,0,0,2002-05-16,Friendly,Korea Republic 4-1 Scotland,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Korea Republic||Senegal,Korea Republic,Senegal,5,1,1,1,3,3,6,1,0,0,1,2018-06-11,Friendly,Korea Republic 0-2 Senegal,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Korea Republic||South Africa,Korea Republic,South Africa,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Korea Republic||Spain,Korea Republic,Spain,6,3,0,2,4,5,16,3,0,0,3,2016-06-01,Friendly,Spain 6-1 Korea Republic,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Korea Republic||Sweden,Korea Republic,Sweden,4,1,0,2,2,3,6,1,0,0,1,2018-06-18,FIFA World Cup,Sweden 1-0 Korea Republic,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Korea Republic||Switzerland,Korea Republic,Switzerland,2,1,1,0,1,2,3,1,1,0,0,2013-11-15,Friendly,Korea Republic 2-1 Switzerland,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Korea Republic||Tunisia,Korea Republic,Tunisia,3,0,1,1,1,4,1,2,1,0,1,2023-10-13,Friendly,Korea Republic 4-0 Tunisia,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Korea Republic||Türkiye,Korea Republic,Türkiye,7,2,1,2,4,4,13,1,0,1,0,2011-02-09,Friendly,Türkiye 0-0 Korea Republic,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Korea Republic||USA,Korea Republic,USA,10,4,5,2,3,10,8,2,1,0,1,2025-09-06,Friendly,USA 0-2 Korea Republic,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Korea Republic||Uruguay,Korea Republic,Uruguay,10,4,1,2,7,7,15,5,1,1,3,2023-03-28,Friendly,Korea Republic 1-2 Uruguay,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Korea Republic||Uzbekistan,Korea Republic,Uzbekistan,16,11,11,4,1,34,14,9,6,3,0,2018-11-20,Friendly,Korea Republic 4-0 Uzbekistan,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Mexico||Morocco,Mexico,Morocco,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Mexico||Netherlands,Mexico,Netherlands,9,2,4,1,4,16,15,4,2,0,2,2020-10-07,Friendly,Netherlands 0-1 Mexico,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Mexico||New Zealand,Mexico,New Zealand,8,3,7,0,1,21,9,7,7,0,0,2024-09-07,Friendly,Mexico 3-0 New Zealand,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Mexico||Norway,Mexico,Norway,6,1,3,1,2,11,8,0,0,0,0,2006-01-25,Friendly,Mexico 2-1 Norway,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Mexico||Panama,Mexico,Panama,28,23,20,6,2,51,16,19,14,3,2,2026-01-22,Friendly,Panama 0-1 Mexico,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Mexico||Paraguay,Mexico,Paraguay,21,6,10,5,6,37,19,6,4,0,2,2025-11-18,Friendly,Mexico 1-2 Paraguay,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Mexico||Portugal,Mexico,Portugal,6,3,0,3,3,4,7,4,0,2,2,2026-03-28,Friendly,Mexico 0-0 Portugal,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Mexico||Qatar,Mexico,Qatar,1,1,0,0,1,0,1,1,0,0,1,2023-07-02,Gold Cup,Mexico 0-1 Qatar,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Mexico||Saudi Arabia,Mexico,Saudi Arabia,7,5,6,1,0,18,3,2,2,0,0,2025-06-28,Gold Cup,Mexico 2-0 Saudi Arabia,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Mexico||Scotland,Mexico,Scotland,1,0,1,0,0,1,0,1,1,0,0,2018-06-02,Friendly,Mexico 1-0 Scotland,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Mexico||Senegal,Mexico,Senegal,1,0,1,0,0,1,0,1,1,0,0,2010-05-10,Friendly,Mexico 1-0 Senegal,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Mexico||South Africa,Mexico,South Africa,4,3,2,1,1,10,5,1,0,1,0,2010-06-11,FIFA World Cup,South Africa 1-1 Mexico,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Mexico||Spain,Mexico,Spain,7,2,0,3,4,3,13,1,0,1,0,2010-08-11,Friendly,Mexico 1-1 Spain,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Mexico||Sweden,Mexico,Sweden,11,2,2,3,6,6,13,2,0,0,2,2022-11-16,Friendly,Mexico 1-2 Sweden,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Mexico||Switzerland,Mexico,Switzerland,7,1,1,1,5,9,16,1,0,0,1,2025-06-07,Friendly,Mexico 2-4 Switzerland,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Mexico||Tunisia,Mexico,Tunisia,1,1,0,0,1,1,3,0,0,0,0,1978-06-02,FIFA World Cup,Mexico 1-3 Tunisia,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Mexico||Türkiye,Mexico,Türkiye,1,0,1,0,0,1,0,1,1,0,0,2025-06-10,Friendly,Mexico 1-0 Türkiye,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Mexico||USA,Mexico,USA,76,53,37,16,23,142,89,21,7,5,9,2025-07-06,Gold Cup,USA 1-2 Mexico,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Mexico||Uruguay,Mexico,Uruguay,24,9,8,8,8,29,35,7,1,1,5,2025-11-15,Friendly,Mexico 0-0 Uruguay,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Mexico||Uzbekistan,Mexico,Uzbekistan,1,0,0,1,0,3,3,1,0,1,0,2023-09-12,Friendly,Mexico 3-3 Uzbekistan,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Morocco||Netherlands,Morocco,Netherlands,3,1,1,0,2,4,5,1,0,0,1,2017-05-31,Friendly,Morocco 1-2 Netherlands,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Morocco||New Zealand,Morocco,New Zealand,1,1,1,0,0,3,0,0,0,0,0,1980-10-26,Merdeka Tournament,Morocco 3-0 New Zealand,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Morocco||Norway,Morocco,Norway,2,1,0,2,0,3,3,1,0,1,0,2026-06-07,Friendly,Morocco 1-1 Norway,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Morocco||Panama,Morocco,Panama,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Morocco||Paraguay,Morocco,Paraguay,2,0,1,1,0,2,1,2,1,1,0,2026-03-31,Friendly,Morocco 2-1 Paraguay,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Morocco||Portugal,Morocco,Portugal,3,3,2,0,1,4,2,2,1,0,1,2022-12-10,FIFA World Cup,Morocco 1-0 Portugal,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Morocco||Qatar,Morocco,Qatar,2,0,1,1,0,1,0,1,0,1,0,2014-09-03,Friendly,Morocco 0-0 Qatar,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Morocco||Saudi Arabia,Morocco,Saudi Arabia,8,3,4,1,3,8,8,3,2,0,1,2025-12-08,Arab Cup,Morocco 1-0 Saudi Arabia,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Morocco||Scotland,Morocco,Scotland,1,1,1,0,0,3,0,0,0,0,0,1998-06-23,FIFA World Cup,Scotland 0-3 Morocco,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Morocco||Senegal,Morocco,Senegal,32,15,20,5,7,50,21,4,3,0,1,2026-01-18,African Cup of Nations,Morocco 3-0 Senegal,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Morocco||South Africa,Morocco,South Africa,9,8,2,3,4,10,14,6,2,2,2,2024-01-30,African Cup of Nations,Morocco 0-2 South Africa,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Morocco||Spain,Morocco,Spain,4,4,0,2,2,4,6,2,0,2,0,2022-12-06,FIFA World Cup,Morocco 0-0 Spain,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Morocco||Sweden,Morocco,Sweden,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Morocco||Switzerland,Morocco,Switzerland,2,0,2,0,0,3,1,0,0,0,0,2004-02-18,Friendly,Morocco 2-1 Switzerland,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Morocco||Tunisia,Morocco,Tunisia,37,23,10,20,7,38,32,4,3,0,1,2025-06-06,Friendly,Morocco 2-0 Tunisia,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Morocco||Türkiye,Morocco,Türkiye,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Morocco||USA,Morocco,USA,4,0,3,0,1,6,5,1,0,0,1,2022-06-01,Friendly,USA 3-0 Morocco,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Morocco||Uruguay,Morocco,Uruguay,1,0,0,0,1,0,1,1,0,0,1,2015-03-28,Friendly,Morocco 0-1 Uruguay,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Morocco||Uzbekistan,Morocco,Uzbekistan,1,0,1,0,0,2,0,1,1,0,0,2018-03-27,Friendly,Morocco 2-0 Uzbekistan,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Netherlands||New Zealand,Netherlands,New Zealand,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Netherlands||Norway,Netherlands,Norway,23,10,11,7,5,49,29,3,2,1,0,2026-03-27,Friendly,Netherlands 2-1 Norway,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Netherlands||Panama,Netherlands,Panama,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Netherlands||Paraguay,Netherlands,Paraguay,2,0,1,1,0,5,1,0,0,0,0,2009-11-18,Friendly,Netherlands 0-0 Paraguay,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Netherlands||Portugal,Netherlands,Portugal,14,8,2,4,8,10,16,4,1,1,2,2019-06-09,UEFA Nations League,Portugal 1-0 Netherlands,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Netherlands||Qatar,Netherlands,Qatar,1,1,1,0,0,2,0,1,1,0,0,2022-11-29,FIFA World Cup,Qatar 0-2 Netherlands,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Netherlands||Saudi Arabia,Netherlands,Saudi Arabia,1,1,1,0,0,2,1,0,0,0,0,1994-06-20,FIFA World Cup,Netherlands 2-1 Saudi Arabia,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Netherlands||Scotland,Netherlands,Scotland,21,7,10,5,6,32,17,3,2,1,0,2024-03-22,Friendly,Netherlands 4-0 Scotland,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Netherlands||Senegal,Netherlands,Senegal,1,1,1,0,0,2,0,1,1,0,0,2022-11-21,FIFA World Cup,Senegal 0-2 Netherlands,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Netherlands||South Africa,Netherlands,South Africa,3,0,3,0,0,13,4,0,0,0,0,1997-06-04,Friendly,South Africa 0-2 Netherlands,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Netherlands||Spain,Netherlands,Spain,15,7,6,4,5,24,23,6,2,3,1,2025-03-23,UEFA Nations League,Spain 3-3 Netherlands,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Netherlands||Sweden,Netherlands,Sweden,25,11,11,6,8,47,48,4,2,1,1,2017-10-10,FIFA World Cup qualification,Netherlands 2-0 Sweden,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Netherlands||Switzerland,Netherlands,Switzerland,32,8,14,3,15,66,61,1,0,1,0,2011-11-11,Friendly,Netherlands 0-0 Switzerland,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Netherlands||Tunisia,Netherlands,Tunisia,3,0,1,2,0,7,3,0,0,0,0,2009-02-11,Friendly,Tunisia 1-1 Netherlands,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Netherlands||Türkiye,Netherlands,Türkiye,15,11,7,4,4,23,15,8,5,1,2,2024-07-06,UEFA Euro,Netherlands 2-1 Türkiye,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Netherlands||USA,Netherlands,USA,6,1,5,0,1,13,6,3,2,0,1,2022-12-03,FIFA World Cup,Netherlands 3-1 USA,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Netherlands||Uruguay,Netherlands,Uruguay,6,6,2,1,3,7,9,2,1,1,0,2011-06-08,Copa Confraternidad,Uruguay 1-1 Netherlands,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Netherlands||Uzbekistan,Netherlands,Uzbekistan,1,0,1,0,0,2,1,1,1,0,0,2026-06-08,Friendly,Netherlands 2-1 Uzbekistan,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
New Zealand||Norway,New Zealand,Norway,2,0,0,1,1,1,4,1,0,1,0,2025-10-14,Friendly,Norway 1-1 New Zealand,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
New Zealand||Panama,New Zealand,Panama,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
New Zealand||Paraguay,New Zealand,Paraguay,3,1,0,1,2,2,5,2,0,1,1,2010-10-12,Friendly,New Zealand 0-2 Paraguay,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
New Zealand||Portugal,New Zealand,Portugal,1,1,0,0,1,0,4,1,0,0,1,2017-06-24,Confederations Cup,New Zealand 0-4 Portugal,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
New Zealand||Qatar,New Zealand,Qatar,1,0,0,0,1,2,3,0,0,0,0,1996-10-05,Friendly,Qatar 3-2 New Zealand,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
New Zealand||Saudi Arabia,New Zealand,Saudi Arabia,8,3,4,1,3,14,11,1,1,0,0,2013-09-05,OSN Cup,Saudi Arabia 0-1 New Zealand,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
New Zealand||Scotland,New Zealand,Scotland,2,1,0,1,1,3,6,0,0,0,0,2003-05-27,Friendly,Scotland 1-1 New Zealand,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
New Zealand||Senegal,New Zealand,Senegal,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
New Zealand||South Africa,New Zealand,South Africa,6,1,0,1,5,9,26,1,0,1,0,2014-05-30,Friendly,New Zealand 0-0 South Africa,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
New Zealand||Spain,New Zealand,Spain,1,1,0,0,1,0,5,0,0,0,0,2009-06-14,Confederations Cup,New Zealand 0-5 Spain,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
New Zealand||Sweden,New Zealand,Sweden,1,0,0,0,1,1,4,1,0,0,1,2023-06-16,Friendly,Sweden 4-1 New Zealand,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
New Zealand||Switzerland,New Zealand,Switzerland,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
New Zealand||Tunisia,New Zealand,Tunisia,1,1,0,1,0,0,0,1,0,1,0,2024-03-26,FIFA Series,New Zealand 0-0 Tunisia,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
New Zealand||Türkiye,New Zealand,Türkiye,1,0,0,0,1,1,2,0,0,0,0,1995-06-20,Friendly,New Zealand 1-2 Türkiye,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
New Zealand||USA,New Zealand,USA,3,1,0,1,2,3,5,1,0,1,0,2024-09-10,Friendly,USA 1-1 New Zealand,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
New Zealand||Uruguay,New Zealand,Uruguay,2,0,0,1,1,2,9,0,0,0,0,1995-06-28,Friendly,Uruguay 2-2 New Zealand,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
New Zealand||Uzbekistan,New Zealand,Uzbekistan,1,0,0,0,1,1,3,1,0,0,1,2014-09-08,Friendly,Uzbekistan 3-1 New Zealand,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Norway||Panama,Norway,Panama,1,0,1,0,0,1,0,1,1,0,0,2018-06-06,Friendly,Norway 1-0 Panama,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Norway||Paraguay,Norway,Paraguay,1,0,0,1,0,2,2,0,0,0,0,2006-05-24,Friendly,Norway 2-2 Paraguay,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Norway||Portugal,Norway,Portugal,11,6,1,2,8,5,18,3,1,0,2,2016-05-29,Friendly,Portugal 3-0 Norway,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Norway||Qatar,Norway,Qatar,1,0,1,0,0,6,1,0,0,0,0,1993-03-30,Friendly,Qatar 1-6 Norway,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Norway||Saudi Arabia,Norway,Saudi Arabia,1,0,1,0,0,6,0,0,0,0,0,1998-05-27,Friendly,Norway 6-0 Saudi Arabia,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Norway||Scotland,Norway,Scotland,20,11,3,7,10,25,39,3,0,1,2,2023-11-19,UEFA Euro qualification,Scotland 3-3 Norway,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Norway||Senegal,Norway,Senegal,1,0,0,0,1,1,2,0,0,0,0,2006-03-01,Friendly,Senegal 2-1 Norway,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Norway||South Africa,Norway,South Africa,3,0,2,0,1,3,2,1,1,0,0,2013-01-08,Friendly,South Africa 0-1 Norway,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Norway||Spain,Norway,Spain,10,7,1,2,7,4,16,4,0,1,3,2023-10-15,UEFA Euro qualification,Norway 0-1 Spain,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Norway||Sweden,Norway,Sweden,110,62,27,25,58,155,277,8,3,4,1,2026-06-01,Friendly,Norway 3-1 Sweden,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Norway||Switzerland,Norway,Switzerland,20,10,8,6,6,26,20,3,0,2,1,2026-03-31,Friendly,Norway 0-0 Switzerland,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Norway||Tunisia,Norway,Tunisia,2,0,1,1,0,3,1,0,0,0,0,2002-03-27,Friendly,Tunisia 0-0 Norway,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Norway||Türkiye,Norway,Türkiye,10,8,2,3,5,12,15,2,0,1,1,2021-10-08,FIFA World Cup qualification,Türkiye 1-1 Norway,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Norway||USA,Norway,USA,5,0,2,1,2,14,8,0,0,0,0,2006-01-29,Friendly,USA 5-0 Norway,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Norway||Uruguay,Norway,Uruguay,2,0,0,1,1,2,3,0,0,0,0,2008-05-28,Friendly,Norway 2-2 Uruguay,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Norway||Uzbekistan,Norway,Uzbekistan,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Panama||Paraguay,Panama,Paraguay,6,0,0,1,5,1,10,3,0,0,3,2024-06-16,Friendly,Panama 0-1 Paraguay,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Panama||Portugal,Panama,Portugal,1,0,0,0,1,0,2,1,0,0,1,2012-08-15,Friendly,Portugal 2-0 Panama,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Panama||Qatar,Panama,Qatar,3,2,1,1,1,8,5,3,1,1,1,2023-07-08,Gold Cup,Panama 4-0 Qatar,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Panama||Saudi Arabia,Panama,Saudi Arabia,1,0,0,1,0,1,1,1,0,1,0,2022-11-10,Friendly,Saudi Arabia 1-1 Panama,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Panama||Scotland,Panama,Scotland,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Panama||Senegal,Panama,Senegal,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Panama||South Africa,Panama,South Africa,3,1,1,2,0,4,3,2,1,1,0,2026-03-31,Friendly,South Africa 1-2 Panama,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Panama||Spain,Panama,Spain,1,0,0,0,1,1,5,1,0,0,1,2012-11-14,Friendly,Panama 1-5 Spain,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Panama||Sweden,Panama,Sweden,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Panama||Switzerland,Panama,Switzerland,1,0,0,0,1,0,6,1,0,0,1,2018-03-27,Friendly,Switzerland 6-0 Panama,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Panama||Tunisia,Panama,Tunisia,1,1,0,0,1,1,2,1,0,0,1,2018-06-28,FIFA World Cup,Panama 1-2 Tunisia,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Panama||Türkiye,Panama,Türkiye,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
